accel,gyro,miclevel,Label
"0.002005547285079956,0.01465492695569992,0.00015228986740112305","-0.09756486862897873,0.1707618534564972,0.06841140240430832","-43.3296012878418,-50.38813018798828",Setting
"0.018443673849105835,0.009297840297222137,0.007817327976226807","-0.09399116784334183,0.17804400622844696,0.0427640937268734","-43.3296012878418,-51.184356689453125",Setting
"0.02800258994102478,0.0003254041075706482,0.005209147930145264","-0.12181480973958969,0.18237218260765076,0.04659265652298927","-43.3296012878418,-48.4587516784668",Setting
"0.005369782447814941,0.02442631870508194,-0.0032758116722106934","-0.07307284325361252,0.09726554155349731,0.0703619047999382","-43.3296012878418,-45.17752456665039",Setting
"-0.008509039878845215,0.03758133202791214,0.007330775260925293","-0.01344466395676136,0.06530334800481796,0.08216503262519836","-43.3296012878418,-45.53953552246094",Setting
"-0.005826026201248169,0.01851055771112442,0.008077681064605713","-0.020894592627882957,0.09938594698905945,0.08181455731391907","-43.3296012878418,-46.86333084106445",Setting
"0.0022660791873931885,0.0037198439240455627,0.016429007053375244","-0.08216407150030136,0.16307863593101501,0.03663349896669388","-43.3296012878418,-47.67924118041992",Setting
"0.01628929376602173,0.003228910267353058,0.004811644554138184","-0.11830583214759827,0.1843583583831787,0.025256475433707237","-43.3296012878418,-48.49913024902344",Setting
"0.020657986402511597,0.003330141305923462,0.004592776298522949","-0.10458415746688843,0.19186687469482422,0.03716506436467171","-43.3296012878418,-48.75724792480469",Setting
"0.019916296005249023,-0.004423275589942932,0.00808185338973999","-0.09869750589132309,0.20594115555286407,0.07456010580062866","-43.3296012878418,-49.37202072143555",Setting
"0.018084898591041565,-0.006539992988109589,0.01063549518585205","-0.11833006888628006,0.2263936996459961,0.10404769331216812","-43.3296012878418,-49.96507263183594",Setting
"0.0176495760679245,0.0074401721358299255,0.007869899272918701","-0.14280851185321808,0.2168063223361969,0.09733652323484421","-43.3296012878418,-49.033138275146484",Setting
"0.017566293478012085,0.03404110670089722,-0.0016462206840515137","-0.1125030666589737,0.16758310794830322,0.06714160740375519","-43.3296012878418,-49.7569580078125",Setting
"0.017278462648391724,0.021953947842121124,-0.003219008445739746","-0.03148358687758446,0.11853247880935669,0.07617824524641037","-43.3296012878418,-50.381290435791016",Setting
"0.01758536696434021,0.009450487792491913,0.004363834857940674","-0.023869076743721962,0.12165316939353943,0.06665158271789551","-43.3296012878418,-51.36893081665039",Setting
"0.02652159333229065,0.002018652856349945,0.0020213723182678223","-0.05079054832458496,0.07444490492343903,0.004593622405081987","-43.3296012878418,-52.10051345825195",Setting
"0.029514342546463013,0.000360734760761261,-0.001403510570526123","-0.005358619149774313,0.009628362022340298,0.03672093152999878","-43.3296012878418,-53.36912155151367",Setting
"0.026828736066818237,-0.004424452781677246,0.0005513429641723633","0.008389417082071304,-0.008437457494437695,0.045603107661008835","-43.88688278198242,-53.54228973388672",Setting
"0.022203028202056885,0.002000957727432251,0.0021619200706481934","0.023311641067266464,-0.02655334398150444,0.04702204093337059","-45.00143814086914,-52.81892776489258",Setting
"0.021766185760498047,0.009401090443134308,0.008621573448181152","0.050388265401124954,-0.03480115532875061,0.09557785838842392","-45.558719635009766,-50.42298126220703",Setting
"0.01020348072052002,0.015718862414360046,0.009900212287902832","0.03952203691005707,-0.020853646099567413,0.10921110957860947","-46.115997314453125,-51.094383239746094",Setting
"0.03032270073890686,0.014636456966400146,-0.0021104812622070312","0.03672252222895622,0.011984726414084435,0.08222050964832306","-42.61336135864258,-46.7087287902832",Setting
"0.0011608600616455078,0.03086061030626297,-0.00499194860458374","0.09948097169399261,-0.01675344444811344,0.09939150512218475","-38.30622100830078,-47.302162170410156",Setting
"0.008045032620429993,0.028053857386112213,0.010529816150665283","0.09767588973045349,-0.06163516640663147,0.07402969151735306","-38.30622100830078,-47.884727478027344",Setting
"0.005460470914840698,0.00900326669216156,0.014310777187347412","0.0502479188144207,-0.012855641543865204,0.03129767253994942","-38.30622100830078,-48.77570343017578",Setting
"0.018619269132614136,-0.002748534083366394,0.004096329212188721","0.009752157144248486,-5.276128649711609e-05,0.025258686393499374","-38.30622100830078,-49.897762298583984",Setting
"0.02885177731513977,-0.004306763410568237,-0.0018683671951293945","0.03021375462412834,-0.015072457492351532,0.012845160439610481","-38.30622100830078,-50.53982162475586",Setting
"0.03628912568092346,-0.004092253744602203,-0.00245589017868042","0.11195042729377747,-0.08633172512054443,0.04556049779057503","-38.30622100830078,-51.17095947265625",Setting
"0.05205307900905609,-0.016787618398666382,-0.0031313300132751465","0.10741879045963287,-0.0953071117401123,0.13853570818901062","-38.30622100830078,-51.74288558959961",Setting
"0.04108458757400513,-0.008670777082443237,0.0022848844528198242","0.13523578643798828,-0.11512315273284912,0.2096271961927414","-38.30622100830078,-45.94670486450195",Setting
"0.037631139159202576,-0.028224483132362366,0.025785863399505615","0.06540742516517639,0.06304018199443817,0.24580784142017365","-38.30622100830078,-47.432498931884766",Setting
"0.054144442081451416,-0.02683018147945404,0.0021473169326782227","-0.16504494845867157,0.10007783770561218,0.15339721739292145","-38.30622100830078,-47.86394500732422",Setting
"0.02778021991252899,0.015793204307556152,-0.028347134590148926","-0.08172902464866638,0.02219315618276596,0.14984562993049622","-38.30622100830078,-48.64698791503906",Setting
"0.020086482167243958,0.004792846739292145,0.0002200007438659668","0.15277323126792908,0.0199129581451416,0.18436124920845032","-38.30622100830078,-49.24297332763672",Setting
"0.06176862120628357,-0.042730577290058136,0.006611943244934082","0.010480265133082867,0.04638531059026718,0.12647372484207153","-38.30622100830078,-47.71826171875",Setting
"0.06912565231323242,-0.03406727313995361,-0.009098052978515625","0.008312718011438847,0.010769259184598923,0.0518796443939209","-38.30622100830078,-47.884063720703125",Setting
"0.10266141593456268,-0.05120588093996048,-0.02077251672744751","0.21469464898109436,-0.045533694326877594,-0.041894517838954926","-38.30622100830078,-47.97170639038086",Setting
"0.03686100244522095,0.03885340690612793,0.006043791770935059","0.16189774870872498,-0.1303553730249405,-0.16392481327056885","-38.30622100830078,-46.075653076171875",Setting
"-0.029691562056541443,0.10569097101688385,0.01176464557647705","0.13457265496253967,-0.10921306908130646,-0.19440630078315735","-37.94339370727539,-46.079437255859375",Setting
"-0.09378930926322937,0.12267477065324783,0.010448932647705078","0.3049214780330658,-0.12046226859092712,-0.0806317925453186","-37.94339370727539,-46.56770324707031",Setting
"-0.11931133270263672,0.05236818641424179,0.014291167259216309","0.3872099816799164,-0.2724350094795227,-0.015279950574040413","-37.94339370727539,-46.94886779785156",Setting
"-0.11400032043457031,0.02511005848646164,0.033625662326812744","0.4171569347381592,-0.24635840952396393,-0.09196407347917557","-37.94339370727539,-45.063316345214844",Setting
"-0.0010310709476470947,0.02511453628540039,0.0468410849571228","0.16717614233493805,-0.08395671844482422,-0.23257045447826385","-37.94339370727539,-45.87419128417969",Setting
"0.04604417085647583,0.03313492238521576,-0.016277313232421875","0.13565070927143097,-0.06186952441930771,-0.11777330189943314","-37.94339370727539,-46.543582916259766",Setting
"0.07491976022720337,-0.0011297911405563354,-0.02454245090484619","0.23881196975708008,-0.05175803229212761,-0.010496913455426693","-37.94339370727539,-47.24090576171875",Setting
"0.07896006107330322,-0.03366684913635254,-0.0016282200813293457","0.22716642916202545,-0.12266363203525543,0.05395076423883438","-37.94339370727539,-47.9588508605957",Setting
"0.13729092478752136,-0.061844900250434875,-0.027465760707855225","0.43525439500808716,-0.38674959540367126,0.4319033920764923","-37.94339370727539,-48.52713394165039",Setting
"0.13015657663345337,-0.12683136761188507,-0.027553796768188477","0.49667060375213623,-0.3622943162918091,0.7714393734931946","-37.94339370727539,-47.372135162353516",Setting
"0.01978391408920288,-0.07301074266433716,0.06641346216201782","0.15659452974796295,-0.11814797669649124,0.7357860803604126","-35.485931396484375,-42.979339599609375",Setting
"-0.05982184410095215,0.09764988720417023,0.029344558715820312","-0.058040544390678406,-0.07427559792995453,0.05682804435491562","-35.19158935546875,-43.22028732299805",Setting
"-0.1032082736492157,0.1427893042564392,-0.03677433729171753","0.0834318995475769,0.08069267868995667,0.18076092004776","-35.19158935546875,-43.719757080078125",Setting
"-0.059857577085494995,0.05853772163391113,0.014576077461242676","0.08992175757884979,-0.05288296192884445,-0.05653313547372818","-35.19158935546875,-44.41094207763672",Setting
"0.01343005895614624,-0.042716413736343384,0.06482607126235962","-0.0528780072927475,0.0403420589864254,-0.0005417703650891781","-35.19158935546875,-45.10992431640625",Setting
"-0.03500324487686157,-0.00790625810623169,0.015186786651611328","-0.23009352385997772,0.03360958769917488,0.0673922747373581","-34.86994934082031,-40.08380889892578",Setting
"0.06108936667442322,-0.039456725120544434,-0.016045868396759033","-0.011504999361932278,0.04350695759057999,0.1699836403131485","-34.86994934082031,-41.05546569824219",Setting
"0.056257396936416626,-0.02561098337173462,0.007888197898864746","-0.030228087678551674,0.04853926971554756,0.2850918471813202","-34.86994934082031,-42.189178466796875",Setting
"0.07034483551979065,-0.02895738184452057,0.0043975114822387695","-0.06890517473220825,0.02314016968011856,0.2996540069580078","-29.097822189331055,-42.42301559448242",Setting
"0.05907765030860901,-0.010719597339630127,-0.032812297344207764","0.010891919024288654,-0.056632157415151596,0.16781476140022278","-28.27872085571289,-43.33974838256836",Setting
"0.05373257398605347,0.03125379979610443,-0.0006472468376159668","0.18708346784114838,-0.052048325538635254,0.09667426347732544","-28.27872085571289,-43.78593826293945",Setting
"0.022780627012252808,0.05455206334590912,0.018508434295654297","0.151251420378685,-0.029359258711338043,0.1387287825345993","-28.27872085571289,-44.02645492553711",Setting
"-0.0983642041683197,0.08314411342144012,0.01978963613510132","0.09370637685060501,-0.06767255812883377,0.12744975090026855","-28.27872085571289,-45.29949188232422",Setting
"-0.027415841817855835,-0.012879163026809692,0.03347885608673096","0.029518598690629005,-0.0013955337926745415,-0.012910556048154831","-28.27872085571289,-45.63508224487305",Setting
"0.04464679956436157,-0.05218130350112915,0.022643446922302246","-0.06799250841140747,-0.02927776426076889,-0.0676097571849823","-28.27872085571289,-47.30192565917969",Setting
"0.058761000633239746,-0.0023184120655059814,-0.013638436794281006","-0.1746225506067276,-0.1422804892063141,0.2148035764694214","-28.27872085571289,-47.98759460449219",Setting
"0.09137678146362305,-0.04427547752857208,-0.023383915424346924","-0.003756532445549965,-0.16635866463184357,-0.009044710546731949","-28.27872085571289,-37.24028015136719",Setting
"0.09252148866653442,-0.06243392825126648,-0.020171284675598145","0.07342506945133209,-0.14317424595355988,-0.02729056030511856","-28.27872085571289,-38.08962631225586",Setting
"0.08058705925941467,-0.037161678075790405,-0.013515353202819824","-0.014577222056686878,-0.19290557503700256,-0.00047039776109158993","-28.27872085571289,-38.758628845214844",Setting
"-0.011778414249420166,0.08887587487697601,0.00894308090209961","-0.0007141372188925743,-0.0782783254981041,-0.21908928453922272","-28.27872085571289,-39.951602935791016",Setting
"-0.05742388963699341,0.13911285996437073,0.012369751930236816","0.07516837865114212,0.014338421635329723,-0.36822739243507385","-28.27872085571289,-40.301631927490234",Setting
"-0.14164027571678162,0.18648065626621246,0.013059616088867188","0.23228342831134796,-0.008808176033198833,-0.45121467113494873","-28.27872085571289,-41.65162658691406",Setting
"-0.0797061026096344,0.005982443690299988,0.01215749979019165","0.3422006070613861,-0.10111439973115921,-0.3730434477329254","-28.27872085571289,-41.929569244384766",Setting
"-0.005455523729324341,0.010230034589767456,0.03412806987762451","0.13590815663337708,-0.2088770866394043,-0.2930793762207031","-28.27872085571289,-43.59049606323242",Setting
"-0.018618285655975342,0.012315720319747925,-0.007838308811187744","-0.06614560633897781,-0.4077438414096832,-0.1397387981414795","-28.27872085571289,-44.48183822631836",Setting
"0.006831824779510498,0.04301908612251282,0.03435254096984863","-0.09523051977157593,-0.377763569355011,-0.12114674597978592","-28.27872085571289,-45.696083068847656",Setting
"-0.033419132232666016,0.10620763897895813,0.02946031093597412","-0.2079317718744278,-0.3059748709201813,-0.07951728254556656","-28.27872085571289,-44.86041259765625",Setting
"-0.0050942301750183105,0.050057560205459595,-0.004132330417633057","0.07694017887115479,-0.26145267486572266,-0.20488718152046204","-28.27872085571289,-45.2479362487793",Setting
"-0.008981704711914062,0.11036166548728943,0.05210280418395996","-0.21479620039463043,-0.12082340568304062,-0.2647407054901123","-28.27872085571289,-45.59352111816406",Setting
"0.023040711879730225,0.1155143529176712,0.042096078395843506","-0.33248716592788696,0.012589245103299618,-0.24499282240867615","-28.27872085571289,-45.65129089355469",Setting
"-0.009225577116012573,0.1710141897201538,-0.004532217979431152","-0.20600509643554688,0.2504872977733612,0.185930073261261","-28.27872085571289,-42.435279846191406",Setting
"0.014316260814666748,-0.1152481734752655,-0.07306158542633057","0.1145625188946724,0.017839934676885605,0.84321528673172","-28.27872085571289,-42.75847625732422",Setting
